,vender,url,product,description,image,price,live,quantity
21,Kono Store,https://kono.store/collections/switches/products/gateron-switches,Gateron Switches, Choose from a wide selection of Gateron switches! specifications Gateron Black Switch – Linear:60g Activation force | 2mm Pretravel | 4mm total travel Gateron Red Switch – Linear:45g Activation force | 2mm Pretravel | 4mm total travel Gateron Blue Switch – Clicky:55g Activation force | 2mm Pretravel | 4mm total travel,https://cdn.shopify.com/s/files/1/1994/3097/products/gateronswitchesensemble_1200x800.png?v=1628730798,$2.70,True," Choose from a wide selection of Gateron switches!  specifications  Gateron Black Switch – Linear:60g Activation force | 2mm Pretravel | 4mm total travel


Gateron Red Switch – Linear:45g Activation force | 2mm Pretravel | 4mm total travel


Gateron Blue Switch – Clicky:55g Activation force | 2mm Pretravel | 4mm total travel


Gateron Brown Switch – Tactile:45g Activation force | 2mm Pretravel | 4mm total travel


Gateron White (Clear) Switch – Linear:35g Activation force | 2mm Pretravel | 4mm total travel


Gateron Yellow Switch – Linear:50g Activation force | 2mm Pretravel | 4mm total travel


Gateron Green Switch – Clicky:80g Activation force | 2mm Pretravel | 4mm total travel  details  10 switches per pack
3-pin / Plate mount
Hot-swap compatible (plate mount)
Compatible with Cherry MX-mount keycap sets
Optimised for use with SMD LEDs "
22,Kono Store,https://kono.store/collections/switches/products/kailh-box-red-mechanical-switch-10-ct,Kailh BOX Red Switch (10 ct.),"Box Red linear switches provide smooth, light weight key travel with numerous advantages from Kaihua's Box switch architecture. Precision molds and tooling result in an increased lifespan — Box switches last 25% longer than regular MX variants during stress testing. The square stems also virtually eliminate wobble.",https://cdn.shopify.com/s/files/1/1994/3097/products/box_red_close_a1279e89-49fa-43ff-a8e6-0eb073042a09_1200x802.jpg?v=1581040662,$3.00,True," BOX Red linear switches provide smooth, light weight key travel with numerous advantages from Kaihua's BOX switch architecture.  View Switch Collection Precision molds and tooling result in an increased lifespan — BOX switches last 25% longer than regular MX variants during stress testing. The square stems also virtually eliminate wobble. The slider design and sealed contacts provide superior contaminant protection. If liquids or dust somehow penetrate a switch, lower housing vents and a slider drainage port eject the unwanted substances.  details  10 switches per pack
Light weight: 55 gram spring
Linear — no tactile bump
Kailh BOX switch architecture
Rated for 80 million keypresses
Self-cleaning slider and housing design
Hot-swap compatible (plate mount)
SMD LED Compatible   "
23,Kono Store,https://kono.store/collections/switches/products/novelkeys-box-switches,NovelKeys BOX Thick Clicks,"NovelKeys BOX Thick Click Switches use revolutionary design elements, like the Kaihua click bar and BOX switch architecture, to provide an excellent typing experience. The click bar-equipped models are commonly praised for their tactility, minimal stem wobble, and smoothness. BOX switches also have a number of advantag",https://cdn.shopify.com/s/files/1/1994/3097/products/nk-jade-new-housing-min_1200x1200.jpg?v=1625168483,$3.49,True," NovelKeys BOX Thick Click Switches use revolutionary design elements, like the Kaihua click bar and BOX switch architecture, to provide an excellent typing experience. The click bar-equipped models are commonly praised for their tactility, minimal stem wobble, and smoothness. BOX switches also have a number of advantages over traditional Cherry MX switches in terms of durability.  comparative switch guide links  NovelKeys Box Jade (thick click bar, light spring)

Force: 50g Activation / 60g Bottom out
Travel Distance: 2mm Activation / 3.6mm Bottom out

NovelKeys Box Navy (thick click bar, heavier spring)


Force: 60g Activation / 90g Bottom out

Travel Distance: 2mm Activation / 3.6mm Bottom out  further details  10 count packs
3-pin, Plate Mount
Designed by NovelKeys
Kaihua BOX switch architecture
Rated for 80 million keypresses
Through-Hole and SMD LED Compatible "
24,Kono Store,https://kono.store/collections/switches/products/ev-00-linear-switches,EV-00 Linear Switches,"The EV line of switches return with a collaboration between Bespokekeys, ThicThock, and JWK. The EV-00 switches are a smooth medium-heavy linear with a custom designed progressive spring. With a POM stem, nylon housing, and the highest quality molds, these switches are made of friction-reducing materials to allow for a",https://cdn.shopify.com/s/files/1/1994/3097/products/art_stuff.185_1024x1024_0aa5a5a9-e7a3-402e-9f95-ca19dfca27b2_1200x1200.png?v=1674691939,$6.49,True,"   The EV line of switches return with a collaboration between Bespokekeys, ThicThock, and JWK. The EV-00 switches are a smooth medium-heavy linear with a custom designed progressive spring. With a POM stem, nylon housing, and the highest quality molds, these switches are made of friction-reducing materials to allow for a clean actuation, no matter your typing angle.  These switches are perfect for deliberate users looking for a smooth press that won't accidentally actuate in the most intense of typing or gaming sessions. The progressive spring means you are de-incentivized from bottoming out during quick presses, unlike lighter linear switches which tend to regularly bottom-out. This can help reduce finger fatigue and overall keyboard noisiness.  switch details  10 Switches / Pack
Custom 68g Progressive Spring
Linear switch
Stem: POM
Housing: Nylon
PCB mount / 5 pin
Polished internals, latest molds, unlubed from factory
Produced by Durock / JWK 

Designed by bespoke.keys "
25,Kono Store,https://kono.store/collections/switches/products/hako-clear-switches-10-ct,Hako Clear Switches (10 ct.),"Hako Clear switches (white slider), invented by Input Club, embrace elements of Topre and Cherry MX Clear force curves to improve typing performance. Precision molds and tooling from Kaihua made the switches last 25% longer than regular MX variants during stress testing. In addition, the bespoke slider design virtually",https://cdn.shopify.com/s/files/1/1994/3097/products/HAKO_CLEAR_SINGLE_SWITCH_1_1200x800.jpg?v=1567030547,$4.99,True," Hako Clear switches (white slider), invented by Input Club, embrace elements of Topre and Cherry MX Clear force curves to improve typing performance. Precision molds and tooling from Kaihua made the switches last 25% longer than regular MX variants during stress testing. In addition, the bespoke slider design virtually eliminates wobble.  View Switch Collection  Community enthusiasts Jacob Alexander (HaaTa) and Brandon Muzzin (Over^Kill) designed custom springs and sliders for the Hako line. Hako Clears use a medium-heavy spring and have a peak tactile point of (approximately) 63 grams. Tactility occurs early in the key press. A 20 gram post-tactile cushion, in the form of a resistance ramp, is designed to soften or resist bottom out.  You can view their force curve in the Comparative Guide to Switches.  Box switches use a square slider design and sealed contacts that provide superior contaminant protection. If liquids or dust somehow penetrate a switch, lower housing vents and a slider drainage port eject the unwanted substances.  details  10 switches per pack
Medium weight: 63 gram tactile point, 75 gram spring
Moderate tactility
Tooling designed and owned by Input Club
Kaihua Box switch architecture
Rated for 80 million keypresses
Self-cleaning slider and housing design
Hot-swap compatible (plate mount)
Through-Hole and SMD LED Compatible "
26,Kono Store,https://kono.store/collections/switches/products/kailh-mouse-micro-switches,Kailh Mouse Switches – GM 4.0 Red & GM 8.0 Black,"Join the growing mouse modification community and replace your mouse's stock switches. The GM 4.0 Red switches are tactile and snappy with a mid-range operating force. The GM 8.0 Black switches are similarly tactile and snappy but lighter in actuation and feel. Rated between 60 and 80 million clicks, both models will l",https://cdn.shopify.com/s/files/1/1994/3097/products/Kailh-Mouse-Switches-RED-1_1200x800.jpg?v=1648247967,$6.99,True," Join the growing mouse modification community and replace your mouse's stock switches. The GM 4.0 Red switches are tactile and snappy with a mid-range operating force. The GM 8.0 Black switches are similarly tactile and snappy but lighter in actuation and feel.  Rated between 60 and 80 million clicks, both models will last more than 20 years under heavy use, thanks in part to their 24K corrosion-resistant gold contacts. Please note these enthusiast-grade parts require technical know-how and experience with a soldering iron to install.  specifications  Kailh Mouse Switch - GM 4.0 Red micro switch (4 ct.)  Kailh PN: CMI126601D01

24k Gold Contacts
Operating force: 65 +/- 15gf
Trigger stroke: 0.3 +/- 0.2mm
Releasing Force: 25gf
Lifespan: 60 million clicks  Kailh Mouse Switch - GM 8.0 Black micro switch (4 ct.)  Kailh PN: CMI126601D03
24k Gold Contacts
Operating force: 65 +/- 10gf
Trigger stroke: 0.3 +/- 0.2mm
Releasing Force: 25gf
Lifespan: 80 million clicks  included  4-switches per pack "
27,Kono Store,https://kono.store/collections/switches/products/momoka-frog-switches,Momoka FROG Switches,The FROG Keyswitch is a 56g operating force linear switch designed and manufactured by MOMOKA. High Quality Materials The use of American-sourced Dupont Material means these switches are manufactured with the highest quality. Tolerance between the Upper Housing and the Stem is accurately controlled to enhance the overa,https://cdn.shopify.com/s/files/1/1994/3097/products/image5_1200x900.png?v=1625253317,$5.50,True," The FROG Keyswitch is a 56g operating force linear switch designed and manufactured by MOMOKA.  High Quality Materials  The use of American-sourced Dupont Material means these switches are manufactured with the highest quality. Tolerance between the Upper Housing and the Stem is accurately controlled to enhance the overall stability of the switch. The springs utilized in FROG switches are made of Japanese exported SUS304 Steel.  Pre-Lubricated  A complete lubication process is done with GP105 during the manufacture process of the FROG Switch. No additional lubing or modding needed! The lube additionally dampens the noise output of the switches, giving them a more muted and full sound.    Specs  ​Linear Switch
10 switches per bag
3-pin / Plate mount
Operating Force: 54cN
Maximum Force: 62cN
Total Travel: 3.70mm
Pre-Travel: 2.50mm
Durability: >50 million presses
LED Compatibility: SMD, RGB
Designed and Produced by Momoka  Material  PC (Upper Housing) POM (Stem) PA66 (Base) SUS304 Steel (Spring) CuSn4 (Contacts)Greasing: GP105 "
28,Kono Store,https://kono.store/collections/switches/products/kailh-pro-switches,Kailh Pro Switches,"Kailh Pro switches feature a cushioned stroke, springy return, and earlier activation than most industry standard switches. They’re also a little bit heavier than Cherry equivalents that effectively force keystroke bottom out. That makes Pro switches a compelling choice for gamers and typists who want a responsive, but",https://cdn.shopify.com/s/files/1/1994/3097/products/Pro_Burgundy_Switches_-_OS_1200x800.jpg?v=1580419478,$2.80,True," Kailh Pro switches feature a cushioned stroke, springy return, and earlier activation than most industry standard switches. They’re also a little bit heavier than Cherry equivalents that effectively force keystroke bottom out. That makes Pro switches a compelling choice for gamers and typists who want a responsive, but minimally fatiguing, keyboard.
View Switch Collection 
pro purple (tactile)
Pro Purples offer medium spring resistance and Kailh’s take on an ergonomic tactile response. They’re a potential upgrade path for people who like MX Browns, especially in mixed use scenarios. The Pros are more responsive in games and offer better bottom out performance for daily typists.
pro light green (clicky + tactile)
Looking for a professional clicky switch? The Pro Light Green offers a soft, comfortably tactile keystroke and a muted click that might be OK for some office settings. Maybe. As an added bonus, you don’t need to press as far down to activate these switches.
pro burgundy (linear)
Pro Burgundies offer a nice compromise between linear Kailh Speed switches and standard models. Their early activation point might prove useful in time critical reflex-limited applications, like rhythm game macropads and audio control interfaces. Or you can use them in a keyboard.
specifications  Kailh Pro Burgundy – Linear 50g | 1.7mm | 3.6mm (operating force | activation | total travel)

Kailh Pro Purple – Tactile 50g | 1.7mm | 3.6mm (operating force | activation | total travel)


Kailh Pro Light Green – Clicky 50g | 1.7mm | 3.6mm (operating force | activation | total travel)  details  10 switches per pack
Plate Mount
Light resistance: 50 gram manufacturer rated activation point
Through-hole and SMD LED compatible
Hot-swap compatible (plate mount)
Compatible with Cherry MX-mount keycap sets "
29,Kono Store,https://kono.store/collections/switches/products/novelkeys-royal-switches,NovelKeys Box Royal Mechanical Switches (36 Count) (Pre-retooling),"NovelKeys Box Royal (Purple) switches use a thicker tactile leaf to provide intensely tactile, medium resistance key travel. They incorporate numerous advantages from Kaihua's Box switch architecture.",https://cdn.shopify.com/s/files/1/1994/3097/products/Royal_Purple_Close_1200x800.jpg?v=1539901597,$14.99,True," NovelKeys Box Royal (Purple) tactile switches use a thicker tactile leaf to provide intensely tactile, medium resistance key travel. They incorporate numerous advantages from Kaihua's Box switch architecture. Precision molds and tooling result in an increased lifespan — Box switches last 25% longer than regular MX variants during stress testing. The square stems also virtually eliminate wobble.  The slider design and sealed contacts provide superior contaminant protection. If liquids or dust somehow penetrate a switch, lower housing vents and a slider drainage port eject the unwanted substances.  Compatibility Note: These are from a previous batch of switches that had a slightly thicker stem than intended. Pre-retooling Box switches may cause cracking in certain aftermarket ABS keycap sets — notably those from GMK. PBT / POM keycaps will not crack, but they may experience stretching. Stock WhiteFox / NightFox / Kira keycaps are not affected. Internal testing indicates that the cracking / stretching does not affect GMK / aftermarket sets universally, so yours may fit correctly on Box switches. We recommend testing a spare keycap on your Box switches for at least two weeks, then performing a visual inspection / fitment test on Cherry MX switches, before applying the entire set.  details  36 switches per pack
Medium weight: 65 gram tactile point, 55 gram spring
Intense tactility
Kaihua Box switch architecture
Rated for 80 million keypresses
Self-cleaning slider and housing design
SMD LED Compatible   "
30,Kono Store,https://kono.store/collections/switches/products/kailh-box-rose-red-switch-10-ct,Kailh BOX Rose Red Switch (10 ct.),﻿This new series of Kailh switches has been designed for an increased 100 million keypress lifespan! The Kailh BOX Rose switch is a buttery smooth linear and its lightweight spring is lovely to type or game on for extended sessions. Check out the sister switches Quicksand Gold (Tactile) and Sky Blue (Clicky)! specifica,https://cdn.shopify.com/s/files/1/1994/3097/products/CPG1511F01S48-RoseRed_1200x1200.jpg?v=1622226066,$3.99,True," ﻿This new series of Kailh switches has been designed for an increased 100 million keypress lifespan! The Kailh BOX Rose switch is a buttery smooth linear and its lightweight spring is lovely to type or game on for extended sessions.  Check out the sister switches Quicksand Gold (Tactile) and Sky Blue (Clicky)!  specifications  Kailh BOX Rose Red Switch – Linear:45g Activation force | 1.8mm Pretravel | 3.6mm total travel  View Switch Collection  details  Super long lifespan - Rated for 100 million keypresses
10 switches per pack
3-pin / Plate mount
Light weight: 45 gram spring
Linear — no tactile bump
Kailh BOX switch architecture
Hot-swap compatible (plate mount)
SMD LED Compatible   "
31,Kono Store,https://kono.store/collections/switches/products/kailh-box-sky-blue-switch-10-ct,Kailh BOX Sky Blue Switch (10 ct.),"Box Red linear switches provide smooth, light weight key travel with numerous advantages from Kaihua's Box switch architecture. Precision molds and tooling result in an increased lifespan — Box switches last 25% longer than regular MX variants during stress testing. The square stems also virtually eliminate wobble.",https://cdn.shopify.com/s/files/1/1994/3097/products/CPG1511F01S47-SkyBlue_1200x1200.jpg?v=1625168030,$3.99,True," This new series of Kailh switches has been designed for an increased 100 million keypress lifespan!  Check out the sister switches Rose Red (Linear) and Quicksand Gold (Tactile)  specifications  Kailh BOX Sky Blue Switch – Clicky:45g Activation force | 55g Tactile Force | 1.8mm Pretravel | 3.6mm total travel  View Switch Collection  details  Super long lifespan - Rated for 100 million keypresses
10 switches per pack
3-pin / Plate mount
Light weight: 45 gram spring
Clicky with tactile bump

Kailh BOX switch architecture
Hot-swap compatible (plate mount)
SMD LED Compatible   "
32,Kono Store,https://kono.store/collections/switches/products/kailh-hush-silent-box-switch,Kailh HUSH Switch (10 ct.),"The Kailh HUSH switch is a nearly silent linear switch designed for the optimal typing experience. A rubber pad is placed below the stem, at the bottom of the housing, which absorbs vibrations for the quietest possible bottom-out.",https://cdn.shopify.com/s/files/1/1994/3097/products/Hush_Single_c1v01_1200x800.jpg?v=1646335945,$6.99,True," smooth and silent    The Kailh HUSH switch is a nearly silent linear switch designed for the optimal typing experience. A rubber pad is placed below the stem, at the bottom of the housing, which absorbs vibrations for the quietest possible bottom-out. To minimize finger strain, the HUSH switch uses a slightly longer stem with 3.6mm total travel, and newly refined internal components so that every key has a silky smooth press.  A second set of rubberized dust-proofing pads inside the switch and around the shaft wall prevents dust build-up and provides even further sound insulation. The HUSH reduces noise (around <35 dB) more than any other switch on the market, and provides an excellent linear typing experience.  specifications  Kailh HUSH Switch – linear:50 ± 10g Activation force | 1.8mm Pretravel | 3.6mm total travel | 100 million keypresses  details  10-switches per pack
Hot-swap compatible (3-pin plate mount)
Compatible with Cherry MX-mount keycap sets
Surface-mount LED compatible
POM slider
Nylon Stem
Housing Material: Nylon base, PC cover
<35dB sound rating
IP54 dust and water resistance rating   "
33,Kono Store,https://kono.store/collections/switches/products/ev-01-linear-switches,EV-01 Linear Switches,"Check out the matching EV-02 switch! In conjunction with your fingertips, EV-01 switches are a biomechanical marvel of smoothness. Each tiny homage to mecha anime is classic in its own right — yet they combine to create something greater. This marks our first foray into bespoke linear switches; after Troubled Minds the",https://cdn.shopify.com/s/files/1/1994/3097/products/ScatteredArray_PurpleBackdrop_1200x1200.jpg?v=1608062841,$7.99,True," Check out the matching EV-02 switch!  In conjunction with your fingertips, EV-01 switches are a biomechanical marvel of smoothness. Each tiny homage to mecha anime is classic in its own right — yet they combine to create something greater. This marks our first foray into bespoke linear switches; after Troubled Minds the team couldn't resist!  switch details  10 Switches / Pack
63.5g Gold Plated Spring
Linear Switch
Top Housing: PC
Stem: POM
Bottom Housing: Nylon
PCB mount / 5 pin
Colors: Purple - Pantone PQ-267C, Green - Pantone PQ-802C
No Factory Lube﻿
Produced by Durock / JWK

Photo Samples from the designer (images unaltered).   "
34,Kono Store,https://kono.store/collections/switches/products/kailh-box-quicksand-gold-switch-10-ct,Kailh BOX Quicksand Gold Switch (10 ct.),"Box Red linear switches provide smooth, light weight key travel with numerous advantages from Kaihua's Box switch architecture. Precision molds and tooling result in an increased lifespan — Box switches last 25% longer than regular MX variants during stress testing. The square stems also virtually eliminate wobble.",https://cdn.shopify.com/s/files/1/1994/3097/products/CPG1511F01S49-QuicksandGold_1200x1200.jpg?v=1622226050,$3.99,True," This new series of Kailh switches has been designed for an increased 100 million keypress lifespan!  Check out the sister switches Sky Blue (Clicky) and Rose Red (Linear)  specifications  Kailh BOX Quicksand Gold Switch – Tactile:45g Activation force | 50g Tactile Force | 1.8mm Pretravel | 3.6mm total travel  View Switch Collection  details  Super long lifespan - Rated for 100 million keypresses
10 switches per pack
3-pin / Plate mount
Light weight: 45 gram spring
Tactile bump
Kailh BOX switch architecture
Hot-swap compatible (plate mount)
SMD LED Compatible   "
